question,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label,entity,entity_label
腰穿后7天，仍然恶心呕吐，不能站立，躺着缓解，今天去看医生说可能是低颅压综合征，让回家躺着，想问下大概需要躺多久,低颅压综合征,ICD_10,呕吐,ICD_10
2个月前头部受伤脑疝开颅后至今无意识一直躺在床上半个月前一直拉肚子一天十多次多的时候20多次什么前几天输液吃药贴中药一块用止住腹泻了但昨天按肚脐一圈很硬什么原因,脑疝,ICD_10,腹泻,ICD_10
女，57，9.10右小脑出血坐脑部引流，治疗20天出院，10.11呕吐住院坐恢复治疗，半月后一直恶心呕吐，嘴臭，嗅觉敏感，四肢能动，呕吐物中有白痰，脑部ct正常，无脑疝，验血缺钾，甘油三酯高，请问住院治疗后还是呕吐怎么办,脑疝,ICD_10,呕吐,ICD_10,小脑出血,ICD_10,脑出血,ICD_10
尊敬的医生本人颈椎高位截瘫，便秘，皮肤病，常有口疮…阴虚阳胜该如何治疗调养，深谢！,高位截瘫,ICD_10,截瘫,ICD_10,便秘,ICD_10,口疮,ICD_10
瘫痪患者应注意膳食纤维增加胃肠蠕动，食物不可过去精细以预防便秘发生，多饮水，并常吃半流质食物。,瘫痪,ICD_10,便秘,ICD_10,多饮,ICD_10
脊髓占位导致瘫痪，长期卧床导致便秘，已经用过开塞露，粪便还是堵在后庭不出来，如何是好才好，不敢乱用药，因为稍微有一些儿肠溃疡，脊髓占位临床上的表现？,瘫痪,ICD_10,便秘,ICD_10
肝性脑病出现偏瘫，不会说话了，靠胃管吃东西，尿管排尿，前几天肛门排出血，这几天没排东西，是好转的征兆吗？还是说便秘？有康复的可能吗？,偏瘫,ICD_10,便秘,ICD_10
肠胃炎好了眼结膜炎，眼结膜炎好了，口腔又发炎是怎么回事，怎么办,结膜炎,ICD_10,胃炎,ICD_10
肚子疼想大便，蹲了半天便出很多，也更痛，越蹲越痛，疼痛加剧冒冷汗，头晕耳鸣气紧无力，怀疑不是便秘引起，出去已站不住，去医院路上是疼痛最剧烈的，公司到医院5分钟车程急诊室躺着半小时疼痛逐渐减轻，后约半小时疼痛已不明显，前几天未确诊留院观察，每天输液消炎………除第1、2天超多液，第3天上下午各一小瓶10多分钟输完Ct结果显示结肠水肿，彩超显示子宫附件因气体干扰显示不清，怀疑是盆腔炎或阑尾炎，，后医生确诊阑尾炎引发肠水肿，盆腔炎并没有排除，因生理期导致彩超显示不清我担心出院以后病情反复，特别住院门槛费800，如果出院后再进医院，又有一个门槛费，现在偶尔隐痛，(一阵一阵的肋骨以下肚子里咕咕响(较频繁)声音大时特别明显，，感觉像是有气体在里面穿过的感觉~觉得肚子里有气，想放P，不太能放出来。1月5日下午2点到3点便便两次，第一次前面成型颜色很深，便出了1月3日上午吃的玉米未消化，后面就是黄色的比较稀的不成形。第二次水状特别稀，很浅的黄色谢谢医生，请问我目前这种状态还需要继续治疗吗？？？生理期后彩超是否能查出盆腔炎？？,耳鸣,ICD_10,阑尾炎,ICD_10,便秘,ICD_10,水肿,ICD_10
晚上出去吃花胶鸡火锅回来不到半小时肚子痛到站不直还没消化拉不出真的不行了立马扣喉吐的鼻涕眼泪都出来才缓过来然后拉肚子之后眼前一片乌黑短暂耳鸣发冷现在还不到两小时这估计算食物中毒吧[发呆]是不是要去医院处理干净[发呆],耳鸣,ICD_10,食物中毒,ICD_10
白天上腹部不适，心窝有烧灼感，且总感觉喉结下有异物堵着，痰多，没食欲，吃饭想吐，有时干呕，睌上睡觉这些不适感均消失，持续时间快两个月了，特别说明，我有高血压，一直服用替米砂坦片。从十几岁开始只要碰到急事就有干呕毛病，这两天吃了双歧杆菌和胃苏颗粒，感觉效果不明显，今晚有大便感，但拉不出来。谢谢医生,高血压,ICD_10
1，我父亲今年71岁。现在老家黄冈卧床不起。2，在去年10份就出现肠胃不舒服的情况，有时便秘，有时拉稀，但是当时的症状比较轻微，没有重视。3，今年一月份的时候，症状加重，现在出现非常严重的拉稀，一天要拉8次以上，并且有时候会拉血，老人的痔疮也翻了，现在老人一起床，肛门就很痛，并且立即要拉，量都很少。4，老人有高血压和糖尿病，一直在用胰岛素，目前用药：槐角丸。然后老人在家还找了个土方：面粉炒焦黄，每天冲服。我想咨询一下，目前这样的情况，可以先用些什么药？,高血压,ICD_10,便秘,ICD_10,糖尿,ICD_10,糖尿病,ICD_10,痔,ICD_10
我的问题好像很多，颈椎不好酸痛，肠胃不好，大便不好不稳定，时好时不好，经常拉不出;内火旺，嘴巴经常生口疮，有时一来口疮，会有好几个;冬天手脚冰冷;我体重60多公斤身高183左右，说有高血压，还心跳快，差不多12月份做过动态心电图就提示快，别的没有提示;晚上睡眠不好，有时一睡觉就睡着了，有时要过几小时才睡着，有时一晚上迷迷糊糊的好像没睡，最近好像整晚没睡，我这是怎么了,高血压,ICD_10,口疮,ICD_10
可否长期煎服，治疗便秘，高血压,高血压,ICD_10,便秘,ICD_10
10号前，有便秘，拉的不多。约凌晨3点多开始腹胀痛，到下4点多难忍，去医院挂了急诊。有高血压史，每天服药血压稳定。当时测量血压180、拍了X光，医生判断为肠梗堵。进行了输液和灌肠。第二天舒服些，感觉好点还是有点便秘吃了泻药，泻了。到了晚上感觉脊柱疼（约胸椎处）涂了精油按摩，缓解了。昨天早上感觉舒服了，也觉得肚子饿，吃了东西又感觉肚子胀气难受，感觉依然有些便秘。现在肚子依然胀气难受，请问，这要吃什么药，是什么问题呀,高血压,ICD_10,便秘,ICD_10
高血压吃什么能减压，同时还有胃炎，哪些能吃，哪些吃了减压,高血压,ICD_10,胃炎,ICD_10
我妈消化不好，胃不好，还有高血压，总是烧心，吃上达喜就好了，不吃就烧心，最近嘴里总是苦，怎么办,高血压,ICD_10
胃不好的高血压患者应该吃点什么？男今天下午有感到头晕恶心呕吐的症状。,高血压,ICD_10,呕吐,ICD_10
胃不好的高血压患者应该吃点什么？,高血压,ICD_10
胃不好的高血压患者应该吃点什么,高血压,ICD_10
我有冠心痛高血压心绞痛早博，还便秘。请问可以将昔芪、黄精、当归、大黄、丹参、麦冬一起煮水代茶饮吗，各方多少合适？,高血压,ICD_10,心绞痛,ICD_10,便秘,ICD_10
我爷爷今年89岁了，有多年便秘的习惯！相当严重！又刚刚脑血栓住院一回！听说雪里蕻能很容易缓解便秘！我好像又听说雪里蕻高血压病人不能吃！我爷爷高血压也多年了！有这个说法吗？我爷爷能长期大量吃雪里蕻吗？请问专科大夫，谢谢您！！！,高血压,ICD_10,便秘,ICD_10
我高血压一直都是160。这几天一直都在吃降压药，这两天总是感觉胃肠似乎稍微有一些儿不舒服，吃点东西似乎都堵在胸口，以前都是每天一次排便，自就是从吃了降压药之后一个礼拜能排个三次就不错了。想了解，高血压病能导致便秘吗？,高血压,ICD_10,便秘,ICD_10
我觉得是心绞痛就晚上去吃了一次烧烤第二天拉肚子然后第三天就开始疼有时候打个隔就会好很多我去医院检查也什么都没有经常出来就说白细胞多,心绞痛,ICD_10
之前经常消化不良，吃过多潘立酮片葵花胃康灵之类的药最后觉得没事了，可近来坐着就觉得胃像火烧一样，我怪着急的去附近医院做检查，医生告知是患上了主动脉弓综合征视网膜病，消化不良想吐吃多潘立酮片？,视网膜病,ICD_10,消化不良,ICD_10
你好，我今年四十一岁，左侧后背疼痛有两年了，一般在饭后这段时间，疼痛持续一个小时左右就会消失。期间做过胃镜（有轻微胃炎），肝，胆，肾，脾，肺检查正常。心脏冠脉造影说是轻微冠心病，心肌炎。全部排除后背疼痛的原因。骨CT也正常，请问像我这样情况一般还有什么原因导致后背疼痛？,冠心病,ICD_10,肌炎,ICD_10,胃炎,ICD_10,心肌炎,ICD_10
肚子里天天都有气往上顶，严重的时候胸闷，顶的头嗡嗡的躺不下，气哪里都串，有时候串到后背有时候串到两肋有时候串到下面，不一定都串到哪里，串到上面的时候就得提嗝，提嗝上来了就好一点，口水还特别多，睡觉的时候如果把口水咽下去就顶着难受，睡眠不好挺长时间了，吃过各种药也不咋见效，老折磨人了，生不如死啊，去医院检查是返流性食管炎，还有慢性胃炎，还有无痛型冠心病，吃的药都是治胃炎和食管炎的，效果都不是很好，真是没办法了，跪求一方。,冠心病,ICD_10,慢性胃炎,ICD_10,胃炎,ICD_10,胸闷,ICD_10,食管炎,ICD_10
老爸又糜烂性胃炎，刚刚又检查出来有冠心病，怎治疗,冠心病,ICD_10,糜烂性胃炎,ICD_10,胃炎,ICD_10
女，57岁，谷氨酰胺转氨酶180，幽门螺杆菌736，吃了一个星期四联药，再去看医生，不是同一个医生，医生说转氨酶高不能吃四联药。又开了降转氨酶的药，请问这种情况已经吃了一个星期的四联药还要吃继续吃吗？(吃四联药会胃疼腹胀)，还是停掉吃转氨酶的药？补充：没有病毒性肝炎，有轻度脂肪肝，慢性浅表性胃炎。,肝炎,ICD_10,脂肪肝,ICD_10,慢性浅表性胃炎,ICD_10,浅表性胃炎,ICD_10,胃炎,ICD_10,病毒性肝炎,ICD_10
荷叶和大枣枸杞菊花一起煮水喝能达到减肥利湿通便的作用，不到30岁便出大肚腩，还有便秘，体检查出中度脂肪肝，未用过药物治疗，荷叶茶能和菊花一起喝吗？,脂肪肝,ICD_10,便秘,ICD_10
胃口疼走路太快也疼有胀气感打嗝略频繁大便成型不多有胃溃疡史一年前做过胃镜是胃溃疡也有幽门螺旋杆菌治疗之后没有复查过其间胃有小不舒服过都是吃的奥美拉挫和吗丁啉这两天胃口疼痛明显去了医院做了彩超有脂肪肝验血没有问题开了奥美拉挫还有铝碳酸镁咀嚼片吃了之后症状有好转但还是疼站起来走路的时候速度稍微快一点就走一步轻微疼一下现在持续了两天了胃口那里还有点鼓鼓的感觉胀气,脂肪肝,ICD_10,胃溃疡,ICD_10
我家宝宝今天46天出现了睡不安稳吐奶还吐奶花，有时候拍出嗝来也吐，之前刚满月时吃多了消化不良了，给他减奶了，后来好了又加量了，前两天吃120ml平均4个多小时一喂，就开始吐奶，就给他减量了，减到100然后3个小时一喂，现在他睡觉总睁眼睛，夜里总醒，还总找奶，但是吃完了还吐，拉绿色的粑粑，两天排一次便便，便便是糊糊状的，没有奶瓣，我这样总减奶然后又加奶会不会把孩子的脾胃吃坏了，这样的情况严重吗,消化不良,ICD_10
肚子一直消化不良是怎么回事？一用力还从胃里反水出来！是有胃病么？有10多天了！,消化不良,ICD_10
消化不良，肚子疼，老是吵闹不长肉，奶粉宝宝,消化不良,ICD_10
咳嗽伴随消化不良，两个月了还不见好，吃感冒药和止咳药，不见明显的效果，吃东西吃得下，请问这个是得了什么病？,消化不良,ICD_10,咳嗽,ICD_10,感冒,ICD_10
胃胀烧热感，胸闷，打疙瘩打不出来，喝水能打反流，大便稀烂消化不良有二个半月了,消化不良,ICD_10,胸闷,ICD_10
孩子3周岁，平时消化不良，没有每天大便。大概2天左右一次。每次大便，带有一点颗粒状的便便。20号开始服用小儿扶脾颗粒。每天2次，每次5克。服用后大便转好。3天后，轻微拉肚子，第一天拉3次，带有鼻涕状大便。后面没有再服用小儿扶脾颗粒。服用了蒙脱石散半包，消旋卡多曲颗粒两包。总共服用了两次。今天早上和晚上各轻微拉肚子一次，每次不是很多。每次大便都有点粘粘的。另外，手上有脱皮症状，嘴唇干，轻微脱皮。左嘴角内部因摔倒有磕破流血。现有一道伤痕。每天睡眠时间9—10个小时。有些口臭。请问如何改善这些症状。谢谢。,消化不良,ICD_10,口臭,ICD_10
胃火会消化不良胃胀舌根发黄吗？,消化不良,ICD_10
吞咽困难，胃灼热，恶心，消化不良,消化不良,ICD_10
36天的宝宝，最近大便困难，两三天才一次大便，而且是绿色带奶瓣很臭，经常放臭屁，时常很用劲很痛苦的表情。腹部胀气，有去过医院，说是消化不良，开了双歧杆菌吃，还经常自己给宝宝按摩腹部，但是没有改善。吃奶粉，偶尔非常少的母乳，一般两小时喝一次，精神还好，基本都是除了吃就是睡。请问有什么办法可以改善这种情况让宝宝正常大便？,消化不良,ICD_10,腹部胀气,ICD_10
消化不良，拉稀，胀气恶心，是怎么引起的？吃大山楂丸是否有用？双歧杆菌四联活菌片管用吗？,消化不良,ICD_10
从床上起来头晕眼前发黑，几秒就好了，头疼，脖子酸有力气但是总感觉身体很虚，略微咳嗽，晚上的时候会发热，不超过37.4。前几天肠胃不太好，消化不良，又拉肚子又便秘，现在基本一天一便，医生请问这是贫血还是肠胃型感冒呢？,消化不良,ICD_10,便秘,ICD_10,咳嗽,ICD_10,贫血,ICD_10,感冒,ICD_10
